460.94878|ISTEP 15. 1 - host_build_stop_image
464.91397|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.91405|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.91412|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.91470|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.91478|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.91485|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.91492|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.91499|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.91558|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.91566|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.91573|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.91581|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.91588|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.91647|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.91654|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.91661|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.91668|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.91676|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.91734|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.91742|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.91749|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.91757|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.91764|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.91823|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.91831|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.91839|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.91846|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.91854|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.91912|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.91920|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.91927|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.91934|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.91942|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.92001|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x 0 3800; [ 0][21] 0x 0 3800; [ 0][22] 0x 0 3800; [ 0][23] 0x 0 3800;  
464.92009|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 0 3800; [ 1][21] 0x 0 3800; [ 1][22] 0x 0 3800; [ 1][23] 0x 0 3800;  
464.92016|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 0 3800; [ 2][21] 0x 0 3800; [ 2][22] 0x 0 3800; [ 2][23] 0x 0 3800;  
464.92024|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 0 3800; [ 3][21] 0x 0 3800; [ 3][22] 0x 0 3800; [ 3][23] 0x 0 3800;  
464.92031|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 0 3800; [ 4][21] 0x 0 3800; [ 4][22] 0x 0 3800; [ 4][23] 0x 0 3800;  
464.92090|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x 2 3767; [ 0][21] 0x 2 3767; [ 0][22] 0x 2 3767; [ 0][23] 0x 2 3767;  
464.92098|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 2 3767; [ 1][21] 0x 2 3767; [ 1][22] 0x 2 3767; [ 1][23] 0x 2 3767;  
464.92105|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 2 3767; [ 2][21] 0x 2 3767; [ 2][22] 0x 2 3767; [ 2][23] 0x 2 3767;  
464.92113|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 2 3767; [ 3][21] 0x 2 3767; [ 3][22] 0x 2 3767; [ 3][23] 0x 2 3767;  
464.92120|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 2 3767; [ 4][21] 0x 2 3767; [ 4][22] 0x 2 3767; [ 4][23] 0x 2 3767;  
464.92181|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x 7 3683; [ 0][21] 0x 7 3683; [ 0][22] 0x 7 3683; [ 0][23] 0x 7 3683;  
464.92189|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x 7 3683; [ 1][21] 0x 7 3683; [ 1][22] 0x 7 3683; [ 1][23] 0x 7 3683;  
464.92196|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x 7 3683; [ 2][21] 0x 7 3683; [ 2][22] 0x 7 3683; [ 2][23] 0x 7 3683;  
464.92204|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x 7 3683; [ 3][21] 0x 7 3683; [ 3][22] 0x 7 3683; [ 3][23] 0x 7 3683;  
464.92212|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x 7 3683; [ 4][21] 0x 7 3683; [ 4][22] 0x 7 3683; [ 4][23] 0x 7 3683;  
464.92272|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x B 3617; [ 0][21] 0x B 3617; [ 0][22] 0x B 3617; [ 0][23] 0x B 3617;  
464.92280|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x B 3617; [ 1][21] 0x B 3617; [ 1][22] 0x B 3617; [ 1][23] 0x B 3617;  
464.92288|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x B 3617; [ 2][21] 0x B 3617; [ 2][22] 0x B 3617; [ 2][23] 0x B 3617;  
464.92296|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x B 3617; [ 3][21] 0x B 3617; [ 3][22] 0x B 3617; [ 3][23] 0x B 3617;  
464.92303|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x B 3617; [ 4][21] 0x B 3617; [ 4][22] 0x B 3617; [ 4][23] 0x B 3617;  
464.92365|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x10 3533; [ 0][21] 0x10 3533; [ 0][22] 0x10 3533; [ 0][23] 0x10 3533;  
464.92372|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x10 3533; [ 1][21] 0x10 3533; [ 1][22] 0x10 3533; [ 1][23] 0x10 3533;  
464.92380|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x10 3533; [ 2][21] 0x10 3533; [ 2][22] 0x10 3533; [ 2][23] 0x10 3533;  
464.92388|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x10 3533; [ 3][21] 0x10 3533; [ 3][22] 0x10 3533; [ 3][23] 0x10 3533;  
464.92395|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x10 3533; [ 4][21] 0x10 3533; [ 4][22] 0x10 3533; [ 4][23] 0x10 3533;  
464.92456|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x12 3500; [ 0][21] 0x12 3500; [ 0][22] 0x12 3500; [ 0][23] 0x12 3500;  
464.92463|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x12 3500; [ 1][21] 0x12 3500; [ 1][22] 0x12 3500; [ 1][23] 0x12 3500;  
464.92471|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x12 3500; [ 2][21] 0x12 3500; [ 2][22] 0x12 3500; [ 2][23] 0x12 3500;  
464.92478|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x12 3500; [ 3][21] 0x12 3500; [ 3][22] 0x12 3500; [ 3][23] 0x12 3500;  
464.92486|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x12 3500; [ 4][21] 0x12 3500; [ 4][22] 0x12 3500; [ 4][23] 0x12 3500;  
464.92546|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x17 3417; [ 0][21] 0x17 3417; [ 0][22] 0x17 3417; [ 0][23] 0x17 3417;  
464.92553|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x17 3417; [ 1][21] 0x17 3417; [ 1][22] 0x17 3417; [ 1][23] 0x17 3417;  
464.92561|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x17 3417; [ 2][21] 0x17 3417; [ 2][22] 0x17 3417; [ 2][23] 0x17 3417;  
464.92569|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x17 3417; [ 3][21] 0x17 3417; [ 3][22] 0x17 3417; [ 3][23] 0x17 3417;  
464.92576|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x17 3417; [ 4][21] 0x17 3417; [ 4][22] 0x17 3417; [ 4][23] 0x17 3417;  
464.92637|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x1A 3367; [ 0][21] 0x1A 3367; [ 0][22] 0x1A 3367; [ 0][23] 0x1A 3367;  
464.92644|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x1A 3367; [ 1][21] 0x1A 3367; [ 1][22] 0x1A 3367; [ 1][23] 0x1A 3367;  
464.92652|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x1A 3367; [ 2][21] 0x1A 3367; [ 2][22] 0x1A 3367; [ 2][23] 0x1A 3367;  
464.92659|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x1A 3367; [ 3][21] 0x1A 3367; [ 3][22] 0x1A 3367; [ 3][23] 0x1A 3367;  
464.92667|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x1A 3367; [ 4][21] 0x1A 3367; [ 4][22] 0x1A 3367; [ 4][23] 0x1A 3367;  
464.92727|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x1C 3333; [ 0][21] 0x1C 3333; [ 0][22] 0x1C 3333; [ 0][23] 0x1C 3333;  
464.92734|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x1C 3333; [ 1][21] 0x1C 3333; [ 1][22] 0x1C 3333; [ 1][23] 0x1C 3333;  
464.92742|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x1C 3333; [ 2][21] 0x1C 3333; [ 2][22] 0x1C 3333; [ 2][23] 0x1C 3333;  
464.92749|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x1C 3333; [ 3][21] 0x1C 3333; [ 3][22] 0x1C 3333; [ 3][23] 0x1C 3333;  
464.92757|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x1C 3333; [ 4][21] 0x1C 3333; [ 4][22] 0x1C 3333; [ 4][23] 0x1C 3333;  
464.92817|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x20 3267; [ 0][21] 0x20 3267; [ 0][22] 0x20 3267; [ 0][23] 0x20 3267;  
464.92824|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x20 3267; [ 1][21] 0x20 3267; [ 1][22] 0x20 3267; [ 1][23] 0x20 3267;  
464.92832|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x20 3267; [ 2][21] 0x20 3267; [ 2][22] 0x20 3267; [ 2][23] 0x20 3267;  
464.92839|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x20 3267; [ 3][21] 0x20 3267; [ 3][22] 0x20 3267; [ 3][23] 0x20 3267;  
464.92847|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x20 3267; [ 4][21] 0x20 3267; [ 4][22] 0x20 3267; [ 4][23] 0x20 3267;  
464.92906|FAPI|p9_pstate_parameter_block.C: VFRT: 5654 Ver/Type 2 VDN%%3d VDD%%3d QID 35[ 0][20] 0x24 3200; [ 0][21] 0x24 3200; [ 0][22] 0x24 3200; [ 0][23] 0x24 3200;  
464.92914|FAPI|p9_pstate_parameter_block.C:     [ 1][20] 0x24 3200; [ 1][21] 0x24 3200; [ 1][22] 0x24 3200; [ 1][23] 0x24 3200;  
464.92921|FAPI|p9_pstate_parameter_block.C:     [ 2][20] 0x24 3200; [ 2][21] 0x24 3200; [ 2][22] 0x24 3200; [ 2][23] 0x24 3200;  
464.92929|FAPI|p9_pstate_parameter_block.C:     [ 3][20] 0x24 3200; [ 3][21] 0x24 3200; [ 3][22] 0x24 3200; [ 3][23] 0x24 3200;  
464.92936|FAPI|p9_pstate_parameter_block.C:     [ 4][20] 0x24 3200; [ 4][21] 0x24 3200; [ 4][22] 0x24 3200; [ 4][23] 0x24 3200;  
465.16224|FAPI|p9_pstate_parameter_block.C: >>>>>>>> oppb_init
465.16226|FAPI|p9_pstate_parameter_block.C: l_pbus_nest_freq 0x74a (1866)
465.16228|FAPI|p9_pstate_parameter_block.C: l_vpd_idn_100ma 0x19a (410)
465.16230|FAPI|p9_pstate_parameter_block.C: l_occppb.wof.tdp_rdp_factor 0x0
465.16232|FAPI|p9_pstate_parameter_block.C: l_occppb.nest_leakage_percent 0x3c
465.16235|FAPI|p9_pstate_parameter_block.C: l_occppb.lac_tdp_vdd_turbo_10ma 0x105b (4187)
465.16237|FAPI|p9_pstate_parameter_block.C: l_occppb.lac_tdp_vdd_nominal_10ma 0xc0f (3087)
465.16242|FAPI|p9_pstate_parameter_block.C:  l_occppb.ceff_tdp_vdn 0x1 (note: the Vdn dimension is not supported; this value is forced)
465.16244|FAPI|p9_pstate_parameter_block.C: l_occppb.pstate_min 0x62 (98)
465.16245|FAPI|p9_pstate_parameter_block.C: <<<<<<<< oppb_init
465.16249|FAPI|p9_pstate_parameter_block.C: fapi2::ATTR_PSTATES_ENABLED                                  = 0x00000001 1
465.16254|FAPI|p9_pstate_parameter_block.C: fapi2::ATTR_RESCLK_ENABLED                                   = 0x00000001 1
465.16258|FAPI|p9_pstate_parameter_block.C: fapi2::ATTR_VDM_ENABLED                                      = 0x00000001 1
465.16262|FAPI|p9_pstate_parameter_block.C: fapi2::ATTR_IVRM_ENABLED                                     = 0x00000001 1
465.16266|FAPI|p9_pstate_parameter_block.C: fapi2::ATTR_WOF_ENABLED                                      = 0x00000001 1
465.16270|FAPI|p9_pstate_parameter_block.C: fapi2::ATTR_WOV_UNDERV_ENABLED                               = 0x00000000 0
465.16274|FAPI|p9_pstate_parameter_block.C: fapi2::ATTR_WOV_OVERV_ENABLED                                = 0x00000001 1
465.16314|FAPI|p9_pstate_parameter_block.C: ---------------------------------------------------------------------------------------
465.16316|FAPI|p9_pstate_parameter_block.C: Global Pstate Parameter Block @ 0x100ef6aa000
465.16321|FAPI|p9_pstate_parameter_block.C: ---------------------------------------------------------------------------------------
465.16322|FAPI|p9_pstate_parameter_block.C: Options              : 0
465.16325|FAPI|p9_pstate_parameter_block.C: Reference Frequency  : 39FBC0 (3800000)
465.16326|FAPI|p9_pstate_parameter_block.C: Frequency Step Size  : 411A (16666)
465.16331|FAPI|p9_pstate_parameter_block.C: Operating Points:         Frequency     VDD(mV)    IDD(100mA)     VCS(mV)    ICS(100mA)
465.16336|FAPI|p9_pstate_parameter_block.C:   PowerSave          :  074B (1867)  0270 ( 624)  0104 ( 260)  03BD ( 957)  0014 (  20) 
465.16342|FAPI|p9_pstate_parameter_block.C:   Nominal            :  0A8C (2700)  02D8 ( 728)  019A ( 410)  03BD ( 957)  001E (  30) 
465.16348|FAPI|p9_pstate_parameter_block.C:   Turbo              :  0C80 (3200)  0330 ( 816)  021C ( 540)  03BD ( 957)  0028 (  40) 
465.16354|FAPI|p9_pstate_parameter_block.C:   UltraTurbo         :  0ED8 (3800)  03B8 ( 952)  02EE ( 750)  03BD ( 957)  0028 (  40) 
465.16358|FAPI|p9_pstate_parameter_block.C: System Parameters:              VDD         VCS         VDN
465.16363|FAPI|p9_pstate_parameter_block.C:   Load line (uOhm)               : 00FE ( 254)  0000 (   0)  0000 (   0) 
465.16368|FAPI|p9_pstate_parameter_block.C:   Distribution Loss (uOhm)       : 0000 (   0)  0040 (  64)  0032 (  50) 
465.16372|FAPI|p9_pstate_parameter_block.C:   Offset (uV)                    : 0000 (   0)  0000 (   0)  0000 (   0) 
465.16374|FAPI|p9_pstate_parameter_block.C: Safe Parameters:
465.16376|FAPI|p9_pstate_parameter_block.C:   Frequency                      : 20D640 (2152000) 
465.16379|FAPI|p9_pstate_parameter_block.C:   Voltage                        : 029B (667) 
465.16381|FAPI|p9_pstate_parameter_block.C: Pstate Stepping Parameters:
465.16383|FAPI|p9_pstate_parameter_block.C:   Delay range exponent           : 0000 (  0) 
465.16386|FAPI|p9_pstate_parameter_block.C:   Significand                    : 0000 (  0) 
465.16387|FAPI|p9_pstate_parameter_block.C: External VRM Parameters:
465.16390|FAPI|p9_pstate_parameter_block.C:   VRM Transition Start           : 1F40 (8000) 
465.16393|FAPI|p9_pstate_parameter_block.C:   VRM Transition Rate - Rising   : 2710 (10000) 
465.16396|FAPI|p9_pstate_parameter_block.C:   VRM Transition Rate - Falling  : 2710 (10000) 
465.16399|FAPI|p9_pstate_parameter_block.C:   VRM Settling Time (us)         : 2710 (10000) 
465.16401|FAPI|p9_pstate_parameter_block.C:   VRM Transition Step Size (mV)  : 0032 ( 50) 
465.16404|FAPI|p9_pstate_parameter_block.C:   Nest Frequency                 : 074A (1866) 
465.16409|FAPI|p9_pstate_parameter_block.C: PstateVSlopes:      POWERSAVE_NOMINAL   NOMINAL_TURBO       TURBO_ULTRA        
465.16414|FAPI|p9_pstate_parameter_block.C:  Raw              :       21F5              2EEE              3C71        
465.16419|FAPI|p9_pstate_parameter_block.C:  SysParam         :       2343              3088              3F1C        
465.16424|FAPI|p9_pstate_parameter_block.C:  Biased           :       21F5              2EEE              3C71        
465.16429|FAPI|p9_pstate_parameter_block.C:  Biased/SysParam  :       2343              3088              3F1C        
465.16434|FAPI|p9_pstate_parameter_block.C: VPstateSlopes:      POWERSAVE_NOMINAL   NOMINAL_TURBO       TURBO_ULTRA        
465.16438|FAPI|p9_pstate_parameter_block.C:  Raw              :       0789              0574              043C        
465.16443|FAPI|p9_pstate_parameter_block.C:  SysParam         :       0742              0546              040E        
465.16448|FAPI|p9_pstate_parameter_block.C:  Biased           :       0789              0574              043C        
465.16452|FAPI|p9_pstate_parameter_block.C:  Biased/SysParam  :       0742              0546              040E        
465.16454|FAPI|p9_pstate_parameter_block.C: VID Operating Points
465.16457|FAPI|p9_pstate_parameter_block.C: Thrshod Op Points:        %s%s   %s%s   %s%s   %s%s  
465.16608|FAPI|p9_pstate_parameter_block.C:  PowerSave        :       %s%s   %s%s   %s%s   %s%s  
465.16612|FAPI|p9_pstate_parameter_block.C:  Nominal          :       %s%s   %s%s   %s%s   %s%s  
465.16615|FAPI|p9_pstate_parameter_block.C:  Turbo            :       %s%s   %s%s   %s%s   %s%s  
465.16619|FAPI|p9_pstate_parameter_block.C:  UltraTurbo       :       %s%s   %s%s   %s%s   %s%s  
465.16622|FAPI|p9_pstate_parameter_block.C: VID Compare Slopes: %s%s   %s%s   %s%s  
465.16625|FAPI|p9_pstate_parameter_block.C: VDM Thrshld Slopes: %s%s   %s%s   %s%s  
465.16628|FAPI|p9_pstate_parameter_block.C:  Overvolt         :       %s%s   %s%s   %s%s  
465.16632|FAPI|p9_pstate_parameter_block.C:  Small            :       %s%s   %s%s   %s%s  
465.16635|FAPI|p9_pstate_parameter_block.C:  Large            :       %s%s   %s%s   %s%s  
465.16639|FAPI|p9_pstate_parameter_block.C:  Extreme          :       %s%s   %s%s   %s%s  
465.16642|FAPI|p9_pstate_parameter_block.C: VDM Jump Slopes:   %s%s   %s%s   %s%s  
465.16645|FAPI|p9_pstate_parameter_block.C:  Overvolt         :       %s%s   %s%s   %s%s  
465.16648|FAPI|p9_pstate_parameter_block.C:  Small            :       %s%s   %s%s   %s%s  
465.16651|FAPI|p9_pstate_parameter_block.C:  Large            :       %s%s   %s%s   %s%s  
465.16655|FAPI|p9_pstate_parameter_block.C:  Extreme          :       %s%s   %s%s   %s%s  
465.16659|FAPI|p9_pstate_parameter_block.C: ---------------------------------------------------------------------------------------
465.16664|FAPI|p9_pstate_parameter_block.C: ---------------------------------------------------------------------------------------
465.16666|FAPI|p9_pstate_parameter_block.C: OCC Pstate Parameter Block @ 0x100ef6a9000
465.16670|FAPI|p9_pstate_parameter_block.C: ---------------------------------------------------------------------------------------
465.16674|FAPI|p9_pstate_parameter_block.C: Operating Points:  Frequency     VDD(mV)    IDD(100mA)     VCS(mV)    ICS(100mA)
465.16680|FAPI|p9_pstate_parameter_block.C:                   074B (1867)  0270 ( 624)  0104 ( 260)  03BD ( 957)  0014 ( 20) 
465.16685|FAPI|p9_pstate_parameter_block.C:                   0A8C (2700)  02D8 ( 728)  019A ( 410)  03BD ( 957)  001E ( 30) 
465.16690|FAPI|p9_pstate_parameter_block.C:                   0C80 (3200)  0330 ( 816)  021C ( 540)  03BD ( 957)  0028 ( 40) 
465.16696|FAPI|p9_pstate_parameter_block.C:                   0ED8 (3800)  03B8 ( 952)  02EE ( 750)  03BD ( 957)  0028 ( 40) 
465.16699|FAPI|p9_pstate_parameter_block.C: System Parameters:              VDD         VCS         VDN
465.16703|FAPI|p9_pstate_parameter_block.C:    Load line (uOhm)          00FE (254)  0000 (  0)  0000 (  0) 
465.16706|FAPI|p9_pstate_parameter_block.C:    Distribution Loss (uOhm)  0000 (  0)  0040 ( 64)  0032 ( 50) 
465.16710|FAPI|p9_pstate_parameter_block.C:    Offset (uV)               0000 (  0)  0000 (  0)  0000 (  0) 
465.16713|FAPI|p9_pstate_parameter_block.C: Frequency Minumum (kHz):     210FCC (2166732)
465.16715|FAPI|p9_pstate_parameter_block.C: Frequency Maximum (kHz):     39FBC0 (3800000)
465.16717|FAPI|p9_pstate_parameter_block.C: Frequency Step (kHz):        411A (16666)
465.16719|FAPI|p9_pstate_parameter_block.C: Pstate of Minimum Frequency: 62 ( 98)
465.16722|FAPI|p9_pstate_parameter_block.C: Nest Frequency:              74A (1866)
465.16724|FAPI|p9_pstate_parameter_block.C: Nest Leakage Percent:        3C ( 60)
465.16726|FAPI|p9_pstate_parameter_block.C: Ceff TDP Vdn:                01 (  1)
465.16728|FAPI|p9_pstate_parameter_block.C: Iac TDP VDD Turbo(10ma):     105B (4187)
465.16730|FAPI|p9_pstate_parameter_block.C: Iac TDP VDD Nominal(10ma):   C0F (3087)
465.16731|FAPI|p9_pstate_parameter_block.C: WOF Elements
465.16733|FAPI|p9_pstate_parameter_block.C:    WOF Enabled               1 
465.16736|FAPI|p9_pstate_parameter_block.C:    TDP RDP Factor            0000 (  0) 
465.16737|FAPI|p9_pstate_parameter_block.C: IDDQ
465.16738|FAPI|p9_pstate_parameter_block.C:   IDDQ Version Number = 1
465.16742|FAPI|p9_pstate_parameter_block.C:   Sort Info:         Good Quads = 02 Good Cores = 04 Good Caches = 04
465.16748|FAPI|p9_pstate_parameter_block.C:   Good normal cores: Quad 0 = 2  Quad 1 = 2  Quad 2 = 0  Quad 3 = 0  Quad 4 = 0  Quad 5 = 0 
465.16754|FAPI|p9_pstate_parameter_block.C:   Good caches:       Quad 0 = 2  Quad 1 = 2  Quad 2 = 0  Quad 3 = 0  Quad 4 = 0  Quad 5 = 0 
465.16756|FAPI|p9_pstate_parameter_block.C:   RDP TO TDP scalling factor = 8695
